Date,Price
2011-09-07,10.204
2011-09-08,10.238
2011-09-11,10.233
2011-09-12,10.162
2011-09-13,10.07
2011-09-14,10.079
2011-09-15,10.125
2011-09-18,10.208
2011-09-19,10.242
2011-09-20,10.233
2011-09-21,10.33
2011-09-22,10.217
2011-09-25,10.183
2011-09-26,10.141
2011-09-27,10.154
2011-09-28,10.133
2011-09-29,10.141
2011-10-02,10.12
2011-10-03,10.12
2011-10-04,10.162
2011-10-05,10.246
2011-10-06,10.204
2011-10-09,10.141
2011-10-10,10.158
2011-10-11,10.141
2011-10-12,10.183
2011-10-13,10.225
2011-10-16,10.166
2011-10-17,10.183
2011-10-18,10.162
2011-10-19,10.166
2011-10-20,10.192
2011-10-23,10.317
2011-10-24,10.321
2011-10-25,10.33
2011-10-26,10.12
2011-10-27,10.213
2011-10-30,10.179
2011-10-31,10.125
2011-11-01,10.12
2011-11-02,10.095
2011-11-03,10.045
2011-11-09,10.208
2011-11-10,10.141
2011-11-13,10.141
2011-11-14,10.171
2011-11-15,10.183
2011-11-16,10.183
2011-11-17,10.192
2011-11-20,10.154
2011-11-21,10.154
2011-11-22,10.137
2011-11-23,10.125
2011-11-24,10.1
2011-11-27,10.104
2011-11-28,10.162
2011-11-29,10.246
2011-11-30,10.238
2011-12-01,10.204
2011-12-04,10.284
2011-12-05,10.213
2011-12-06,10.229
2011-12-07,10.213
2011-12-08,10.242
2011-12-11,10.217
2011-12-12,10.179
2011-12-13,10.204
2011-12-14,10.225
2011-12-15,10.175
2011-12-19,10.183
2011-12-20,10.246
2011-12-21,10.166
2011-12-22,10.116
2011-12-25,10.162
2011-12-26,10.162
2011-12-27,10.1
2011-12-28,10.15
2011-12-29,10.246
2012-01-02,10.246
2012-01-03,10.309
2012-01-04,10.568
2012-01-05,10.581
2012-01-08,10.497
2012-01-09,10.459
2012-01-10,10.455
2012-01-11,10.514
2012-01-12,10.706
2012-01-15,10.831
2012-01-16,10.831
2012-01-17,10.744
2012-01-18,10.827
2012-01-19,10.748
2012-01-22,10.656
2012-01-23,10.622
2012-01-24,10.823
2012-01-25,10.873
2012-01-26,10.861
2012-01-29,10.957
2012-01-30,10.873
2012-01-31,10.831
2012-02-01,11.066
2012-02-02,11.082
2012-02-05,11.166
2012-02-06,11.166
2012-02-07,11.166
2012-02-08,11.082
2012-02-09,11.007
2012-02-12,11.103
2012-02-13,11.066
2012-02-15,11.162
2012-02-16,11.02
2012-02-19,11.103
2012-02-20,11.208
2012-02-21,11.291
2012-02-22,11.271
2012-02-23,11.375
2012-02-26,11.383
2012-02-27,12.521
2012-02-28,12.542
2012-02-29,12.496
2012-03-01,12.504
2012-03-05,12.672
2012-03-06,12.755
2012-03-07,12.797
2012-03-08,12.922
2012-03-11,13.303
2012-03-12,12.922
2012-03-15,12.865
2012-03-18,12.666
2012-03-19,12.546
2012-03-20,12.504
2012-03-21,12.546
2012-03-22,12.729
2012-03-25,12.907
2012-03-26,12.891
2012-03-27,12.928
2012-03-28,12.739
2012-03-29,12.807
2012-04-01,12.865
2012-04-02,12.766
2012-04-03,12.781
2012-04-04,12.849
2012-04-05,12.76
2012-04-08,12.708
2012-04-09,12.651
2012-04-10,12.703
2012-04-11,12.703
2012-04-12,12.651
2012-04-15,12.724
2012-04-16,12.703
2012-04-17,12.703
2012-04-18,12.703
2012-04-19,12.677
2012-04-22,12.687
2012-04-23,12.692
2012-04-24,12.672
2012-04-25,12.755
2012-04-26,12.766
2012-04-29,12.405
2012-04-30,12.447
2012-05-01,12.489
2012-05-02,12.442
2012-05-03,12.442
2012-05-06,12.389
2012-05-07,12.421
2012-05-08,12.494
2012-05-09,12.389
2012-05-10,12.394
2012-05-13,12.285
2012-05-14,12.264
2012-05-15,12.232
2012-05-16,12.049
2012-05-17,12.039
2012-05-20,12.107
2012-05-21,12.117
2012-05-22,12.29
2012-05-23,12.342
2012-05-24,12.389
2012-05-27,12.358
2012-05-28,12.332
2012-05-29,12.337
2012-05-30,12.363
2012-05-31,12.29
2012-06-03,12.18
2012-06-04,12.18
2012-06-05,12.159
2012-06-06,12.206
2012-06-07,12.306
2012-06-10,12.185
2012-06-11,12.232
2012-06-12,12.191
2012-06-13,12.144
2012-06-14,12.363
2012-06-17,12.154
2012-06-18,12.18
2012-06-19,12.159
2012-06-20,12.18
2012-06-21,12.212
2012-06-24,12.128
2012-06-25,12.154
2012-06-26,12.154
2012-06-27,12.128
2012-06-28,12.128
2012-07-01,12.128
2012-07-02,12.144
2012-07-03,12.133
2012-07-04,12.232
2012-07-05,12.164
2012-07-08,12.164
2012-07-09,12.185
2012-07-10,12.285
2012-07-11,12.18
2012-07-12,12.285
2012-07-15,12.227
2012-07-16,12.442
2012-07-17,12.389
2012-07-18,12.316
2012-07-19,12.337
2012-07-22,12.285
2012-07-23,12.3
2012-07-24,12.3
2012-07-25,12.3
2012-07-26,12.3
2012-07-29,12.311
2012-07-30,12.311
2012-07-31,12.389
2012-08-01,12.342
2012-08-02,12.353
2012-08-05,12.389
2012-08-06,12.4
2012-08-07,12.442
2012-08-08,12.415
2012-08-09,12.421
2012-08-12,12.494
2012-08-13,12.651
2012-08-14,12.598
2012-08-15,12.546
2012-08-16,12.583
2012-08-22,12.755
2012-08-23,13.2
2012-08-26,13.539
2012-08-27,13.748
2012-08-28,13.665
2012-08-29,13.696
2012-08-30,13.733
2012-09-02,13.701
2012-09-03,13.654
2012-09-04,13.696
2012-09-05,13.686
2012-09-06,13.748
2012-09-09,13.947
2012-09-10,14.062
2012-09-11,14.219
2012-09-12,14.574
2012-09-13,15.024
2012-09-16,15.395
2012-09-17,14.768
2012-09-18,14.925
2012-09-19,15.055
2012-09-20,15.029
2012-09-23,14.982
2012-09-24,15.008
2012-09-25,14.982
2012-09-26,14.898
2012-09-27,14.961
2012-09-30,14.951
2012-10-01,14.951
2012-10-02,14.951
2012-10-03,14.878
2012-10-04,14.872
2012-10-07,14.872
2012-10-08,14.851
2012-10-09,14.898
2012-10-10,14.878
2012-10-11,14.898
2012-10-14,14.794
2012-10-15,14.82
2012-10-16,14.836
2012-10-17,14.668
2012-10-18,14.663
2012-10-21,14.637
2012-10-22,14.48
2012-10-23,14.48
2012-10-24,14.501
2012-10-30,14.496
2012-10-31,14.585
2012-11-01,14.59
2012-11-04,14.768
2012-11-05,14.689
2012-11-06,14.83
2012-11-07,14.668
2012-11-08,14.736
2012-11-11,14.721
2012-11-12,13.33
2012-11-13,14.585
2012-11-14,14.501
2012-11-15,14.381
2012-11-18,14.402
2012-11-19,14.376
2012-11-20,14.402
2012-11-21,14.48
2012-11-22,14.6
2012-11-25,14.543
2012-11-26,14.48
2012-11-27,14.402
2012-11-28,14.428
2012-11-29,14.428
2012-12-02,14.36
2012-12-03,14.329
2012-12-04,14.255
2012-12-05,14.177
2012-12-06,14.224
2012-12-09,14.323
2012-12-10,14.35
2012-12-11,14.297
2012-12-12,14.329
2012-12-13,14.339
2012-12-16,14.381
2012-12-17,14.37
2012-12-19,14.323
2012-12-20,14.323
2012-12-23,14.323
2012-12-24,14.219
2012-12-25,14.219
2012-12-26,14.219
2012-12-27,14.245
2012-12-30,14.208
2012-12-31,14.376
2013-01-02,14.517
2013-01-03,14.789
2013-01-06,14.846
2013-01-07,14.794
2013-01-08,14.794
2013-01-09,14.998
2013-01-10,14.951
2013-01-13,14.888
2013-01-14,14.888
2013-01-15,14.757
2013-01-16,14.857
2013-01-17,14.621
2013-01-20,14.736
2013-01-21,14.689
2013-01-22,14.82
2013-01-23,14.872
2013-01-24,14.872
2013-01-27,14.872
2013-01-28,14.898
2013-01-29,14.904
2013-01-30,14.689
2013-01-31,14.815
2013-02-03,14.715
2013-02-04,14.794
2013-02-05,14.7
2013-02-06,14.768
2013-02-07,14.82
2013-02-10,14.893
2013-02-11,15.317
2013-02-13,15.437
2013-02-14,15.374
2013-02-17,15.311
2013-02-18,15.332
2013-02-19,15.317
2013-02-20,15.285
2013-02-21,15.27
2013-02-24,15.212
2013-02-25,15.473
2013-02-26,15.526
2013-02-27,15.521
2013-02-28,15.63
2013-03-04,15.845
2013-03-05,15.787
2013-03-06,15.636
2013-03-07,15.656
2013-03-10,15.625
2013-03-11,15.604
2013-03-12,15.473
2013-03-17,15.454
2013-03-18,15.552
2013-03-19,15.676
2013-03-20,15.683
2013-03-21,15.813
2013-03-25,15.741
2013-03-26,15.591
2013-03-27,15.585
2013-03-28,15.617
2013-03-31,15.552
2013-04-01,15.558
2013-04-02,15.552
2013-04-03,15.787
2013-04-04,15.866
2013-04-07,15.813
2013-04-08,15.826
2013-04-09,16.153
2013-04-10,16.114
2013-04-11,16.049
2013-04-14,15.944
2013-04-16,15.813
2013-04-17,15.879
2013-04-18,15.852
2013-04-21,15.911
2013-04-22,15.872
2013-04-23,15.885
2013-04-24,16.101
2013-04-25,15.964
2013-04-28,15.787
2013-04-29,15.918
2013-04-30,15.924
2013-05-01,15.833
2013-05-02,15.879
2013-05-05,15.879
2013-05-06,15.931
2013-05-07,16.009
2013-05-08,16.081
2013-05-09,16.179
2013-05-12,16.447
2013-05-13,16.695
2013-05-14,16.761
2013-05-15,16.846
2013-05-16,16.878
2013-05-19,16.885
2013-05-20,16.898
2013-05-21,16.859
2013-05-22,16.924
2013-05-23,16.989
2013-05-26,16.924
2013-05-27,16.891
2013-05-28,16.905
2013-05-29,16.924
2013-05-30,16.793
2013-06-02,16.924
2013-06-03,16.963
2013-06-04,16.989
2013-06-05,16.885
2013-06-06,16.924
2013-06-09,16.878
2013-06-10,16.859
2013-06-11,16.905
2013-06-12,16.891
2013-06-13,16.865
2013-06-16,16.95
2013-06-17,16.924
2013-06-18,16.761
2013-06-19,16.735
2013-06-20,16.493
2013-06-23,16.467
2013-06-24,16.401
2013-06-26,16.499
2013-06-27,16.467
2013-06-30,16.532
2013-07-01,16.591
2013-07-02,16.447
2013-07-03,16.578
2013-07-04,16.591
2013-07-07,16.663
2013-07-08,16.656
2013-07-09,16.663
2013-07-10,16.689
2013-07-11,16.65
2013-07-14,16.676
2013-07-15,16.8
2013-07-16,16.826
2013-07-17,16.878
2013-07-18,16.911
2013-07-21,17.12
2013-07-22,17.512
2013-07-23,17.329
2013-07-24,17.192
2013-07-25,17.349
2013-07-28,17.342
2013-07-29,17.251
2013-07-30,17.238
2013-07-31,17.512
2013-08-01,17.368
2013-08-04,17.323
2013-08-05,17.571
2013-08-06,17.839
2013-08-07,17.97
2013-08-13,18.728
2013-08-14,19.028
2013-08-15,18.839
2013-08-18,18.734
2013-08-19,18.819
2013-08-20,18.871
2013-08-21,18.865
2013-08-22,18.884
2013-08-25,18.917
2013-08-26,18.819
2013-08-27,18.584
2013-08-28,18.166
2013-08-29,18.486
2013-09-01,18.238
2013-09-02,18.238
2013-09-03,18.29
2013-09-04,17.774
2013-09-05,17.643
2013-09-08,17.839
2013-09-09,17.643
2013-09-10,18.113
2013-09-11,18.081
2013-09-12,18.185
2013-09-15,18.453
2013-09-16,18.46
2013-09-17,18.519
2013-09-18,18.394
2013-09-19,18.623
2013-09-22,18.564
2013-09-23,18.545
2013-09-24,18.447
2013-09-25,18.486
2013-09-26,18.59
2013-09-29,18.362
2013-09-30,18.473
2013-10-01,18.394
2013-10-02,18.558
2013-10-03,18.447
2013-10-06,18.355
2013-10-07,18.362
2013-10-08,18.46
2013-10-09,18.492
2013-10-10,18.407
2013-10-20,18.558
2013-10-21,18.492
2013-10-22,18.492
2013-10-23,18.46
2013-10-24,18.427
2013-10-27,18.558
2013-10-28,18.427
2013-10-29,18.492
2013-10-30,18.486
2013-10-31,18.545
2013-11-03,18.545
2013-11-04,18.512
2013-11-05,18.656
2013-11-06,18.623
2013-11-07,18.63
2013-11-10,18.577
2013-11-11,18.603
2013-11-12,18.597
2013-11-13,18.623
2013-11-14,18.656
2013-11-17,18.636
2013-11-18,18.884
2013-11-19,289.6
2013-11-20,18.754
2013-11-21,18.852
2013-11-24,18.669
2013-11-25,18.688
2013-11-26,18.688
2013-11-27,18.656
2013-11-28,18.786
2013-12-01,18.754
2013-12-02,18.754
2013-12-03,18.806
2013-12-04,18.669
2013-12-05,18.747
2013-12-08,18.63
2013-12-09,18.649
2013-12-10,18.643
2013-12-11,18.675
2013-12-12,18.688
2013-12-15,18.754
2013-12-16,18.675
2013-12-17,18.819
2013-12-22,18.636
2013-12-23,18.584
2013-12-24,18.623
2013-12-25,18.558
2013-12-26,18.558
2013-12-29,18.623
2013-12-30,18.597
2013-12-31,18.564
2014-01-02,18.884
2014-01-05,18.891
2014-01-06,19.094
2014-01-07,18.904
2014-01-08,18.937
2014-01-09,18.884
2014-01-12,18.786
2014-01-13,18.754
2014-01-14,18.754
2014-01-15,18.78
2014-01-16,18.943
2014-01-19,18.747
2014-01-20,18.754
2014-01-21,18.701
2014-01-22,18.754
2014-01-23,18.813
2014-01-26,18.721
2014-01-27,18.688
2014-01-28,18.754
2014-01-29,18.754
2014-01-30,18.754
2014-02-02,18.786
2014-02-03,18.858
2014-02-04,18.95
2014-02-05,18.95
2014-02-06,18.969
2014-02-09,19.237
2014-02-10,19.146
2014-02-12,20.453
2014-02-13,20.427
2014-02-16,20.583
2014-02-17,20.583
2014-02-18,20.649
2014-02-19,20.845
2014-02-20,21.498
2014-02-23,21.76
2014-02-24,21.557
2014-02-25,21.688
2014-02-26,21.57
2014-02-27,22.021
2014-03-03,21.825
2014-03-06,21.959
2014-03-09,21.662
2014-03-10,21.407
2014-03-11,21.288
2014-03-12,20.379
2014-03-13,20.387
2014-03-16,20.515
2014-03-17,21.041
2014-03-18,21.211
2014-03-19,21.152
2014-03-20,21.067
2014-03-23,21.058
2014-03-24,20.906
2014-03-25,20.965
2014-03-26,20.906
2014-03-27,20.94
2014-03-30,20.906
2014-03-31,20.973
2014-04-01,20.973
2014-04-02,21.152
2014-04-03,21.152
2014-04-06,22.001
2014-04-07,22.018
2014-04-08,21.942
2014-04-09,21.925
2014-04-10,22.12
2014-04-13,22.086
2014-04-14,21.662
2014-04-15,21.662
2014-04-16,21.831
2014-04-17,21.84
2014-04-20,21.916
2014-04-21,21.899
2014-04-22,21.738
2014-04-23,21.662
2014-04-24,21.568
2014-04-27,21.738
2014-04-28,21.237
2014-04-29,21.322
2014-04-30,21.152
2014-05-01,20.889
2014-05-04,20.812
2014-05-05,20.812
2014-05-06,20.719
2014-05-07,20.387
2014-05-08,19.835
2014-05-11,19.198
2014-05-12,19.606
2014-05-13,19.614
2014-05-14,19.742
2014-05-15,19.708
2014-05-18,19.708
2014-05-19,19.58
2014-05-20,19.478
2014-05-21,19.283
2014-05-22,19.02
2014-05-25,18.366
2014-05-26,17.584
2014-05-27,18.179
2014-05-28,18.085
2014-05-29,18.009
2014-06-01,17.779
2014-06-02,17.89
2014-06-03,17.839
2014-06-04,18.807
2014-06-05,18.96
2014-06-08,18.705
2014-06-09,18.349
2014-06-10,18.434
2014-06-11,18.391
2014-06-12,18.476
2014-06-15,18.221
2014-06-16,18.009
2014-06-17,18.272
2014-06-18,18.4
2014-06-19,18.247
2014-06-22,18.179
2014-06-23,18.009
2014-06-24,18.06
2014-06-25,18.085
2014-06-26,17.881
2014-06-29,17.669
2014-06-30,17.695
2014-07-01,18.068
2014-07-02,18.306
2014-07-03,18.179
2014-07-06,17.754
2014-07-07,18.009
2014-07-08,18.077
2014-07-09,18.009
2014-07-10,18.213
2014-07-13,18.298
2014-07-14,18.349
2014-07-15,18.357
2014-07-16,18.519
2014-07-17,18.688
2014-07-20,18.306
2014-07-21,18.468
2014-07-22,18.671
2014-07-23,18.519
2014-07-24,18.264
2014-07-27,18.289
2014-08-03,18.646
2014-08-04,18.637
2014-08-05,18.502
2014-08-06,18.561
2014-08-07,18.671
2014-08-10,18.705
2014-08-11,19.283
2014-08-12,19.232
2014-08-13,19.164
2014-08-14,19.02
2014-08-17,18.943
2014-08-18,19.062
2014-08-19,18.943
2014-08-20,18.969
2014-08-21,18.969
2014-08-24,18.952
2014-08-25,18.943
2014-08-26,18.935
2014-08-27,18.816
2014-08-28,18.688
2014-08-31,18.688
2014-09-01,18.697
2014-09-02,18.697
2014-09-03,18.561
2014-09-04,18.705
2014-09-07,18.85
2014-09-08,18.756
2014-09-09,18.688
2014-09-10,18.748
2014-09-11,18.841
2014-09-14,18.943
2014-09-15,19.113
2014-09-16,19.181
2014-09-17,19.198
2014-09-18,19.198
2014-09-21,19.283
2014-09-22,19.495
2014-09-23,19.359
2014-09-24,19.139
2014-09-25,19.037
2014-09-28,19.028
2014-09-29,19.028
2014-09-30,19.062
2014-10-01,19.198
2014-10-02,19.317
2014-10-12,19.113
2014-10-13,19.028
2014-10-14,18.901
2014-10-15,18.603
2014-10-16,17.966
2014-10-19,18.391
2014-10-20,18.204
2014-10-21,18.408
2014-10-22,18.688
2014-10-23,18.434
2014-10-26,18.595
2014-10-27,18.552
2014-10-28,18.374
2014-10-29,18.366
2014-10-30,18.281
2014-11-02,18.476
2014-11-03,18.519
2014-11-04,18.646
2014-11-05,18.434
2014-11-06,18.434
2014-11-09,18.434
2014-11-10,18.544
2014-11-11,18.434
2014-11-12,18.519
2014-11-13,18.586
2014-11-16,18.773
2014-11-17,18.782
2014-11-18,18.773
2014-11-19,19.113
2014-11-20,19.368
2014-11-23,19.283
2014-11-24,19.368
2014-11-25,19.326
2014-11-26,19.258
2014-11-27,18.714
2014-11-30,18.136
2014-12-01,18.357
2014-12-02,18.434
2014-12-03,18.357
2014-12-04,18.468
2014-12-07,18.391
2014-12-08,18.357
2014-12-09,18.051
2014-12-10,17.754
2014-12-11,17.159
2014-12-14,15.588
2014-12-15,16.395
2014-12-16,15.588
2014-12-17,15.8
2014-12-21,17.38
2014-12-22,17.244
2014-12-23,17.091
2014-12-24,17.321
2014-12-25,17.329
2014-12-28,17.661
2014-12-29,17.754
2014-12-30,17.244
2014-12-31,17.355
2015-01-04,17.261
2015-01-05,17.202
2015-01-06,17.244
2015-01-07,17.491
2015-01-08,17.661
2015-01-11,17.329
2015-01-12,17.414
2015-01-13,17.202
2015-01-14,17.329
2015-01-15,17.431
2015-01-18,17.389
2015-01-19,17.295
2015-01-20,17.627
2015-01-21,18.085
2015-01-22,17.966
2015-01-25,18.306
2015-01-26,18
2015-01-27,18.051
2015-01-28,17.915
2015-01-29,18.009
2015-02-01,18.017
2015-02-02,18.077
2015-02-03,18.434
2015-02-04,18.434
2015-02-05,18.493
2015-02-08,18.519
2015-02-09,18.434
2015-02-11,18.697
2015-02-12,18.595
2015-02-15,18.603
2015-02-16,18.603
2015-02-17,18.646
2015-02-18,18.663
